코드,날짜,종가
OIL_CL,2019-07-24 00:00:00,55.88
OIL_CL,2019-07-23 00:00:00,56.77
OIL_CL,2019-07-22 00:00:00,56.22
OIL_CL,2019-07-19 00:00:00,55.63
OIL_CL,2019-07-18 00:00:00,55.3
OIL_CL,2019-07-17 00:00:00,56.78
OIL_CL,2019-07-16 00:00:00,57.62
OIL_CL,2019-07-15 00:00:00,59.58
OIL_CL,2019-07-12 00:00:00,60.21
OIL_CL,2019-07-11 00:00:00,60.2
OIL_CL,2019-07-10 00:00:00,60.43
OIL_CL,2019-07-09 00:00:00,57.83
OIL_CL,2019-07-08 00:00:00,57.66
OIL_CL,2019-07-05 00:00:00,57.51
OIL_CL,2019-07-03 00:00:00,57.34
OIL_CL,2019-07-02 00:00:00,56.25
OIL_CL,2019-07-01 00:00:00,59.09
OIL_CL,2019-06-28 00:00:00,58.47
OIL_CL,2019-06-27 00:00:00,59.43
OIL_CL,2019-06-26 00:00:00,59.38
OIL_CL,2019-06-25 00:00:00,57.83
OIL_CL,2019-06-24 00:00:00,57.9
OIL_CL,2019-06-21 00:00:00,57.43
OIL_CL,2019-06-20 00:00:00,57.07
OIL_CL,2019-06-19 00:00:00,53.76
OIL_CL,2019-06-18 00:00:00,53.9
OIL_CL,2019-06-17 00:00:00,51.93
OIL_CL,2019-06-14 00:00:00,52.51
OIL_CL,2019-06-13 00:00:00,52.28
OIL_CL,2019-06-12 00:00:00,51.14
OIL_CL,2019-06-11 00:00:00,53.27
OIL_CL,2019-06-10 00:00:00,53.26
OIL_CL,2019-06-07 00:00:00,53.99
OIL_CL,2019-06-06 00:00:00,52.59
OIL_CL,2019-06-05 00:00:00,51.68
OIL_CL,2019-06-04 00:00:00,53.48
OIL_CL,2019-06-03 00:00:00,53.25
OIL_CL,2019-05-31 00:00:00,53.5
OIL_CL,2019-05-30 00:00:00,56.59
OIL_CL,2019-05-29 00:00:00,58.81
OIL_CL,2019-05-28 00:00:00,59.14
OIL_CL,2019-05-24 00:00:00,58.63
OIL_CL,2019-05-23 00:00:00,57.91
OIL_CL,2019-05-22 00:00:00,61.42
OIL_CL,2019-05-21 00:00:00,63.13
OIL_CL,2019-05-20 00:00:00,63.1
OIL_CL,2019-05-17 00:00:00,62.76
OIL_CL,2019-05-16 00:00:00,62.87
OIL_CL,2019-05-15 00:00:00,62.02
OIL_CL,2019-05-14 00:00:00,61.78
OIL_CL,2019-05-13 00:00:00,61.04
OIL_CL,2019-05-10 00:00:00,61.66
OIL_CL,2019-05-09 00:00:00,61.7
OIL_CL,2019-05-08 00:00:00,62.12
OIL_CL,2019-05-07 00:00:00,61.4
OIL_CL,2019-05-06 00:00:00,62.25
OIL_CL,2019-05-03 00:00:00,61.94
OIL_CL,2019-05-02 00:00:00,61.81
OIL_CL,2019-05-01 00:00:00,63.6
OIL_CL,2019-04-30 00:00:00,63.91
OIL_CL,2019-04-29 00:00:00,63.5
OIL_CL,2019-04-26 00:00:00,63.3
OIL_CL,2019-04-25 00:00:00,65.21
OIL_CL,2019-04-24 00:00:00,65.89
OIL_CL,2019-04-23 00:00:00,66.3
OIL_CL,2019-04-22 00:00:00,65.55
OIL_CL,2019-04-18 00:00:00,64
OIL_CL,2019-04-17 00:00:00,63.76
OIL_CL,2019-04-16 00:00:00,64.05
OIL_CL,2019-04-15 00:00:00,63.4
OIL_CL,2019-04-12 00:00:00,63.89
OIL_CL,2019-04-11 00:00:00,63.58
OIL_CL,2019-04-10 00:00:00,64.61
OIL_CL,2019-04-09 00:00:00,63.98
OIL_CL,2019-04-08 00:00:00,64.4
OIL_CL,2019-04-05 00:00:00,63.08
OIL_CL,2019-04-04 00:00:00,62.1
OIL_CL,2019-04-03 00:00:00,62.46
OIL_CL,2019-04-02 00:00:00,62.58
OIL_CL,2019-04-01 00:00:00,61.59
OIL_CL,2019-03-29 00:00:00,60.14
OIL_CL,2019-03-28 00:00:00,59.3
OIL_CL,2019-03-27 00:00:00,59.41
OIL_CL,2019-03-26 00:00:00,59.94
OIL_CL,2019-03-25 00:00:00,58.82
OIL_CL,2019-03-22 00:00:00,59.04
OIL_CL,2019-03-21 00:00:00,59.98
OIL_CL,2019-03-20 00:00:00,60.23
OIL_CL,2019-03-19 00:00:00,59.03
OIL_CL,2019-03-18 00:00:00,59.09
OIL_CL,2019-03-15 00:00:00,58.52
OIL_CL,2019-03-14 00:00:00,58.61
OIL_CL,2019-03-13 00:00:00,58.26
OIL_CL,2019-03-12 00:00:00,56.87
OIL_CL,2019-03-11 00:00:00,56.79
OIL_CL,2019-03-08 00:00:00,56.07
OIL_CL,2019-03-07 00:00:00,56.66
OIL_CL,2019-03-06 00:00:00,56.22
OIL_CL,2019-03-05 00:00:00,56.56
OIL_CL,2019-03-04 00:00:00,56.59
OIL_CL,2019-03-01 00:00:00,55.8
OIL_CL,2019-02-28 00:00:00,57.22
OIL_CL,2019-02-27 00:00:00,56.94
OIL_CL,2019-02-26 00:00:00,55.5
OIL_CL,2019-02-25 00:00:00,55.48
OIL_CL,2019-02-22 00:00:00,57.26
OIL_CL,2019-02-21 00:00:00,56.96
OIL_CL,2019-02-20 00:00:00,57.16
OIL_CL,2019-02-19 00:00:00,56.09
OIL_CL,2019-02-15 00:00:00,55.59
OIL_CL,2019-02-14 00:00:00,54.41
OIL_CL,2019-02-13 00:00:00,53.9
OIL_CL,2019-02-12 00:00:00,53.1
OIL_CL,2019-02-11 00:00:00,52.41
OIL_CL,2019-02-08 00:00:00,52.72
OIL_CL,2019-02-07 00:00:00,52.64
OIL_CL,2019-02-06 00:00:00,54.01
OIL_CL,2019-02-05 00:00:00,53.66
OIL_CL,2019-02-04 00:00:00,54.56
OIL_CL,2019-02-01 00:00:00,55.26
OIL_CL,2019-01-31 00:00:00,53.79
OIL_CL,2019-01-30 00:00:00,54.23
OIL_CL,2019-01-29 00:00:00,53.31
OIL_CL,2019-01-28 00:00:00,51.99
OIL_CL,2019-01-25 00:00:00,53.69
OIL_CL,2019-01-24 00:00:00,53.13
OIL_CL,2019-01-23 00:00:00,52.62
OIL_CL,2019-01-22 00:00:00,53.01
OIL_CL,2019-01-18 00:00:00,53.8
OIL_CL,2019-01-17 00:00:00,52.07
OIL_CL,2019-01-16 00:00:00,52.31
OIL_CL,2019-01-15 00:00:00,52.11
OIL_CL,2019-01-14 00:00:00,50.51
OIL_CL,2019-01-11 00:00:00,51.59
OIL_CL,2019-01-10 00:00:00,52.59
OIL_CL,2019-01-09 00:00:00,52.36
OIL_CL,2019-01-08 00:00:00,49.78
OIL_CL,2019-01-07 00:00:00,48.52
OIL_CL,2019-01-04 00:00:00,47.96
OIL_CL,2019-01-03 00:00:00,47.09
OIL_CL,2019-01-02 00:00:00,46.54
OIL_CL,2018-12-31 00:00:00,45.41
OIL_CL,2018-12-28 00:00:00,45.33
OIL_CL,2018-12-27 00:00:00,44.61
OIL_CL,2018-12-26 00:00:00,46.22
OIL_CL,2018-12-24 00:00:00,42.53
OIL_CL,2018-12-21 00:00:00,45.59
OIL_CL,2018-12-20 00:00:00,45.88
OIL_CL,2018-12-19 00:00:00,48.17
OIL_CL,2018-12-18 00:00:00,46.24
OIL_CL,2018-12-17 00:00:00,49.88
OIL_CL,2018-12-14 00:00:00,51.2
OIL_CL,2018-12-13 00:00:00,52.58
OIL_CL,2018-12-12 00:00:00,51.15
OIL_CL,2018-12-11 00:00:00,51.65
OIL_CL,2018-12-10 00:00:00,51
OIL_CL,2018-12-07 00:00:00,52.61
OIL_CL,2018-12-06 00:00:00,51.49
OIL_CL,2018-12-05 00:00:00,52.89
OIL_CL,2018-12-04 00:00:00,53.25
OIL_CL,2018-12-03 00:00:00,52.95
OIL_CL,2018-11-30 00:00:00,50.93
OIL_CL,2018-11-29 00:00:00,51.45
OIL_CL,2018-11-28 00:00:00,50.29
OIL_CL,2018-11-27 00:00:00,51.56
OIL_CL,2018-11-26 00:00:00,51.63
OIL_CL,2018-11-23 00:00:00,50.42
OIL_CL,2018-11-21 00:00:00,54.63
OIL_CL,2018-11-20 00:00:00,53.43
OIL_CL,2018-11-19 00:00:00,56.76
OIL_CL,2018-11-16 00:00:00,56.46
OIL_CL,2018-11-15 00:00:00,56.46
OIL_CL,2018-11-14 00:00:00,56.25
OIL_CL,2018-11-13 00:00:00,55.69
OIL_CL,2018-11-12 00:00:00,59.93
OIL_CL,2018-11-09 00:00:00,60.19
OIL_CL,2018-11-08 00:00:00,60.67
OIL_CL,2018-11-07 00:00:00,61.67
OIL_CL,2018-11-06 00:00:00,62.21
OIL_CL,2018-11-05 00:00:00,63.1
OIL_CL,2018-11-02 00:00:00,63.14
OIL_CL,2018-11-01 00:00:00,63.69
OIL_CL,2018-10-31 00:00:00,65.31
OIL_CL,2018-10-30 00:00:00,66.18
OIL_CL,2018-10-29 00:00:00,67.04
OIL_CL,2018-10-26 00:00:00,67.59
OIL_CL,2018-10-25 00:00:00,67.33
OIL_CL,2018-10-24 00:00:00,66.82
OIL_CL,2018-10-23 00:00:00,66.43
OIL_CL,2018-10-22 00:00:00,69.36
OIL_CL,2018-10-19 00:00:00,69.12
OIL_CL,2018-10-18 00:00:00,68.65
OIL_CL,2018-10-17 00:00:00,69.75
OIL_CL,2018-10-16 00:00:00,71.92
OIL_CL,2018-10-15 00:00:00,71.78
OIL_CL,2018-10-12 00:00:00,71.34
OIL_CL,2018-10-11 00:00:00,70.97
OIL_CL,2018-10-10 00:00:00,73.17
OIL_CL,2018-10-09 00:00:00,74.96
OIL_CL,2018-10-08 00:00:00,74.29
OIL_CL,2018-10-05 00:00:00,74.34
OIL_CL,2018-10-04 00:00:00,74.33
OIL_CL,2018-10-03 00:00:00,76.41
OIL_CL,2018-10-02 00:00:00,75.23
OIL_CL,2018-10-01 00:00:00,75.3
OIL_CL,2018-09-28 00:00:00,73.25
OIL_CL,2018-09-27 00:00:00,72.12
OIL_CL,2018-09-26 00:00:00,71.57
OIL_CL,2018-09-25 00:00:00,72.28
OIL_CL,2018-09-24 00:00:00,72.08
OIL_CL,2018-09-21 00:00:00,70.78
OIL_CL,2018-09-20 00:00:00,70.32
OIL_CL,2018-09-19 00:00:00,71.12
OIL_CL,2018-09-18 00:00:00,69.85
OIL_CL,2018-09-17 00:00:00,68.91
OIL_CL,2018-09-14 00:00:00,68.99
OIL_CL,2018-09-13 00:00:00,68.59
OIL_CL,2018-09-12 00:00:00,70.37
OIL_CL,2018-09-11 00:00:00,69.25
OIL_CL,2018-09-10 00:00:00,67.54
OIL_CL,2018-09-07 00:00:00,67.75
OIL_CL,2018-09-06 00:00:00,67.77
OIL_CL,2018-09-05 00:00:00,68.72
OIL_CL,2018-09-04 00:00:00,69.87
OIL_CL,2018-08-31 00:00:00,69.8
OIL_CL,2018-08-30 00:00:00,70.25
OIL_CL,2018-08-29 00:00:00,69.51
OIL_CL,2018-08-28 00:00:00,68.53
OIL_CL,2018-08-27 00:00:00,68.87
OIL_CL,2018-08-24 00:00:00,68.72
OIL_CL,2018-08-23 00:00:00,67.83
OIL_CL,2018-08-22 00:00:00,67.86
OIL_CL,2018-08-21 00:00:00,65.84
OIL_CL,2018-08-20 00:00:00,66.43
OIL_CL,2018-08-17 00:00:00,65.91
OIL_CL,2018-08-16 00:00:00,65.46
OIL_CL,2018-08-15 00:00:00,65.01
OIL_CL,2018-08-14 00:00:00,67.04
OIL_CL,2018-08-13 00:00:00,67.2
OIL_CL,2018-08-10 00:00:00,67.63
OIL_CL,2018-08-09 00:00:00,66.81
